site,site.abbrev,plot.treat,plot.orient,species,quad,grid,treat,bloom.start,bloom.end,date.harvest,num.flowers,num.fruits,height,leaf.length,X.stems,X.leaves,num.sharpie.flowers,fruit.collected,dev.seed1,undev.seed1,weight.1,dev.seed,undev.seed,seed.weight
Meridian,MR,control,south,Boechera stricta,1,P,open,07/11/2019,7/22/19,,6,,34,,,,,,,,,678,,
Meridian,MR,control,south,Boechera stricta,1,D,open,07/11/2019,7/22/19,,6,,38.4,,,,,,,,,139,,
Meridian,MR,control,south,Boechera stricta,7,H,open,07/11/2019,7/22/19,,6,,36,,,,,,,,,436,,
Meridian,MR,control,south,Boechera stricta,14,P,open,07/11/2019,7/22/19,,11,,33.1,,,,,,,,,1168,,
Meridian,MR,control,south,Boechera stricta,17,G,open,07/11/2019,7/22/19,,4,,33.8,,,,,,,,,214,,
Meridian,MR,control,south,Boechera stricta,24,P,open,,7/22/19,,7,,38.9,,,,,,,,,462,,
Meridian,MR,control,south,Boechera stricta,30,K,open,07/11/2019,7/22/19,,9,,27.5,,,,,,,,,653,,
Pfieler,PF,control,south,Boechera stricta,1,F,open,07/11/2019,7/22/19,,,,,,,,,,,,,191,,
Pfieler,PF,control,south,Boechera stricta,1,D,open,,,,,,,,,,,,,,,533,,
Pfieler,PF,control,south,Boechera stricta,1,L,open,,,,,,,,,,,,,,,131,,
Pfieler,PF,control,south,Boechera stricta,16,B,open,07/11/2019,7/29/19,,,,,,,,,,,,,291,,
Pfieler,PF,control,south,Boechera stricta,16,E,open,07/11/2019,7/29/19,,,,,,,,,,,,,90,,
Pfieler,PF,control,south,Boechera stricta,16,H,open,07/11/2019,7/29/19,,,,,,,,,,,,,231,,
Pfieler,PF,control,south,Boechera stricta,17,H,open,7/22/19,7/29/19,,,,,,,,,,,,,226,,
Pfieler,PF,control,south,Boechera stricta,24,J,open,7/22/19,7/29/19,,,,,,,,,,,,,331,,
Pfieler,PF,control,south,Boechera stricta,28,H,open,07/11/2019,7/29/19,,,,,,,,,,,,,78,,
RustlersGulch,RG,control,north,Boechera stricta,10,L,open,,7/17/19,,5,,24.9,,,,,,,,,34,,
RustlersGulch,RG,control,north,Boechera stricta,16,I,open,7/17/19,7/19/19,,9,,42.8,,,,,,,,,81,,
RustlersGulch,RG,control,north,Boechera stricta,16,K,open,7/17/19,7/19/19,,8,,31.1,,,,,,,,,43,,
RustlersGulch,RG,control,north,Boechera stricta,18,A,open,,7/26/19,,15,,44.6,,,,,,,,,306,,
RustlersGulch,RG,control,north,Boechera stricta,18,G,open,,7/19/19,,8,,36.8,,,,,,,,,130,,
RustlersGulch,RG,control,north,Boechera stricta,22,P,open,,7/19/19,,9,,32.7,,,,,,,,,428,,
RustlersGulch,RG,control,north,Boechera stricta,22,K,open,,7/19/19,,7,,33.4,,,,,,,,,268,,
RustlersGulch,RG,control,north,Boechera stricta,23,F,open,7/17/19,7/26/19,,12,,43.7,,,,,,,,,366,,
WG3C,WG3C,control,north,Boechera stricta,8,C,open,07/09/2019,7/22/19,,6,,34,,,,,,,,,181,,
WG3C,WG3C,control,north,Boechera stricta,19,M,open,07/09/2019,7/29/19,,16,,33.5,,,,,,,,,449,,
WG3C,WG3C,control,north,Boechera stricta,22,M,open,07/09/2019,7/22/19,,12,,40.2,,,,,,,,,791,,
WG3C,WG3C,control,north,Boechera stricta,24,O,open,07/09/2019,,,,,,,,,,,,,,,,
WG3C,WG3C,control,north,Boechera stricta,25,G,open,07/09/2019,7/29/19,,,,,,,,,,,,,,,
WG3C,WG3C,control,north,Boechera stricta,27,O,open,07/09/2019,7/29/19,,,,,,,,,,,,,,,
WG3C,WG3C,control,north,Boechera stricta,27,K,open,07/09/2019,,,,,,,,,,,,,,,,
Meridian,MR,manip,south,Boechera stricta,10,C,open,07/11/2019,7/22/19,,5,,28,,,,,,,,,197,,
Meridian,MR,manip,south,Boechera stricta,13,A,open,07/11/2019,7/22/19,,7,,45.5,,,,,,,,,349,,
Meridian,MR,manip,south,Boechera stricta,19,A,open,07/11/2019,7/22/19,,6,,29,,,,,,,,,257,,
Meridian,MR,manip,south,Boechera stricta,20,C,open,07/11/2019,7/22/19,,5,,29.5,,,,,,,,,96,,
Meridian,MR,manip,south,Boechera stricta,26,G,open,,7/22/19,,4,,27.8,,,,,,,,,466,,
Pfieler,PF,manip,north,Boechera stricta,5,H,open,07/09/2019,7/22/19,,,,,,,,,,,,,453,,
Pfieler,PF,manip,north,Boechera stricta,17,H,open,07/09/2019,7/22/19,,,,,,,,,,,,,77,,
Pfieler,PF,manip,north,Boechera stricta,21,M,open,07/09/2019,7/22/19,,,,,,,,,,,,,282,,
Pfieler,PF,manip,north,Boechera stricta,22,E,open,07/09/2019,7/22/19,,,,,,,,,,,,,387,,
Pfieler,PF,manip,north,Boechera stricta,22,K,open,07/09/2019,7/25/19,,,,,,,,,,,,,96,,
Pfieler,PF,manip,north,Boechera stricta,25,M,open,07/09/2019,7/22/19,,,,,,,,,,,,,327,,
Pfieler,PF,manip,north,Boechera stricta,27,H,open,07/09/2019,7/22/19,,,,,,,,,,,,,637,,
Pfieler,PF,manip,north,Boechera stricta,29,K,open,07/09/2019,7/22/19,,,,,,,,,,,,,941,,
RustlersGulch,RG,manip,south,Boechera stricta,1,H,open,,7/19/19,,6,,39.9,,,,,,,,,363,,
RustlersGulch,RG,manip,south,Boechera stricta,1,P,open,,7/19/19,,8,,26.5,,,,,,,,,353,,
RustlersGulch,RG,manip,south,Boechera stricta,2,B,open,,7/19/19,,9,,22.1,,,,,,,,,300,,
RustlersGulch,RG,manip,south,Boechera stricta,2,K,open,,7/26/19,,6,,38,,,,,,,,,207,,
RustlersGulch,RG,manip,south,Boechera stricta,2,J,open,,7/19/19,,8,,47.1,,,,,,,,,285,,
RustlersGulch,RG,manip,south,Boechera stricta,19,D,open,,7/17/19,,9,,43.5,,,,,,,,,544,,
RustlersGulch,RG,manip,south,Boechera stricta,19,L,open,,7/17/19,,7,,38,,,,,,,,,97,,
RustlersGulch,RG,manip,south,Boechera stricta,23,M,open,,7/19/19,,13,,35.8,,,,,,,,,1392,,
WG3C,WG3C,manip,south,Boechera stricta,16,J,open,07/03/2019,7/22/19,,6,,32.5,,,,,,,,,238,,
WG3C,WG3C,manip,south,Boechera stricta,17,J,open,07/03/2019,7/22/19,,6,,32.1,,,,,,,,,450,,
WG3C,WG3C,manip,south,Boechera stricta,17,N,open,07/03/2019,7/22/19,,9,,42.3,,,,,,,,,777,,
WG3C,WG3C,manip,south,Boechera stricta,22,B,open,07/03/2019,7/29/19,,5,,37,,,,,,,,,103,,
WG3C,WG3C,manip,south,Boechera stricta,23,I,open,07/03/2019,7/22/19,,7,,39.1,,,,,,,,,480,,
Meridian,MR,control,north,Delphinium nuttallianum,5,A,open-hand,07/03/2019,7/18/19,NA,3,NA,30.5,NA,NA,NA,NA,NA,5,0,0,5,15,0
Meridian,MR,control,north,Delphinium nuttallianum,6,F,open-hand,07/03/2019,7/18/19,NA,4,NA,23,NA,NA,NA,NA,NA,0,9,0,31,2,0.013
Meridian,MR,control,north,Delphinium nuttallianum,8,G,open-hand,07/09/2019,7/15/19,NA,2,NA,26,NA,NA,NA,NA,NA,0,21,0,14,18,0.002
Meridian,MR,control,north,Delphinium nuttallianum,13,J,open-hand,07/03/2019,7/15/19,NA,3,NA,19.5,NA,NA,NA,NA,NA,0,22,0,0,8,0
Meridian,MR,control,north,Delphinium nuttallianum,16,K,open-hand,07/03/2019,7/15/19,NA,3,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,3,18,0
Meridian,MR,control,north,Delphinium nuttallianum,21,M,open-hand,07/09/2019,7/18/19,NA,3,NA,20.3,NA,NA,NA,NA,NA,8,14,0.004,0,5,0
Meridian,MR,control,north,Delphinium nuttallianum,1,M,open,07/01/2019,7/15/19,,5,0,28.2,NA,NA,NA,NA,NA,NA,NA,NA,19,48,0.008
Meridian,MR,control,north,Delphinium nuttallianum,2,O,open,07/03/2019,7/15/19,,3,1,22,NA,NA,NA,NA,NA,NA,NA,NA,32,11,0.007
Meridian,MR,control,north,Delphinium nuttallianum,5,N,open,07/03/2019,7/15/19,,2,2,18.5,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0
Meridian,MR,control,north,Delphinium nuttallianum,6,B,open,07/01/2019,7/22/19,,7,3,28,NA,NA,NA,NA,NA,NA,NA,NA,115,25,0.042
Meridian,MR,control,north,Delphinium nuttallianum,8,M,open,07/03/2019,7/18/19,,3,1,24,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0
Meridian,MR,control,north,Delphinium nuttallianum,13,M,open,07/03/2019,7/18/19,,1,1,17.7,NA,NA,NA,NA,NA,NA,NA,NA,0,14,0
Meridian,MR,control,north,Delphinium nuttallianum,16,B,open,07/03/2019,7/18/19,,6,2,22.2,NA,NA,NA,NA,NA,NA,NA,NA,97,61,0.02
Pfieler,PF,control,south,Delphinium nuttallianum,1,B,open,7/18/19,7/25/19,NA,2,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,15,18,0.057
Pfieler,PF,control,south,Delphinium nuttallianum,1,D,open-hand,7/18/19,7/25/19,NA,4,NA,27.5,NA,NA,NA,NA,NA,7,4,0.004,53,11,0.013
Pfieler,PF,control,south,Delphinium nuttallianum,2,J,open,07/03/2019,7/25/19,NA,2,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,10,17,0
Pfieler,PF,control,south,Delphinium nuttallianum,2,D,open,7/18/19,7/25/19,NA,3,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,31,36,0.006
Pfieler,PF,control,south,Delphinium nuttallianum,2,B,open,7/18/19,7/25/19,NA,3,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,41,21,0.009
Pfieler,PF,control,south,Delphinium nuttallianum,2,D,open-hand,07/11/2019,7/25/19,NA,5,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,40,8,0.016
Pfieler,PF,control,south,Delphinium nuttallianum,3,B,open,07/11/2019,7/29/19,NA,6,NA,22.2,NA,NA,NA,NA,NA,44,20,0.013,26,6,0.008
Pfieler,PF,control,south,Delphinium nuttallianum,3,A,open-hand,07/11/2019,7/25/19,NA,3,NA,27.7,NA,NA,NA,NA,NA,24,32,0.016,97,34,0.032
Pfieler,PF,control,south,Delphinium nuttallianum,4,A,open,7/18/19,7/29/19,NA,4,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,29,18,0.01
Pfieler,PF,control,south,Delphinium nuttallianum,4,D,open,7/18/19,7/29/19,NA,5,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,32,27,0
Pfieler,PF,control,south,Delphinium nuttallianum,4,H,open,7/18/19,7/25/19,NA,4,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,41,12,0.011
Pfieler,PF,control,south,Delphinium nuttallianum,10,M,open-hand,07/11/2019,7/25/19,NA,4,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,85,45,0.036
Pfieler,PF,control,south,Delphinium nuttallianum,10,B,open-hand,07/11/2019,7/25/19,NA,6,NA,26,NA,NA,NA,NA,NA,41,16,0.012,0,15,0
Pfieler,PF,control,south,Delphinium nuttallianum,11,A,open-hand,07/11/2019,7/25/19,NA,5,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,28,9,0.015
Pfieler,PF,control,south,Delphinium nuttallianum,11,B,open-hand,07/11/2019,7/25/19,NA,6,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,75,38,0.034
Pfieler,PF,control,south,Delphinium nuttallianum,12,B,open-hand,7/18/19,7/22/19,NA,2,NA,14.2,NA,NA,NA,NA,NA,15,5,0.004,NA,NA,NA
RustlersGulch,RG,control,north,Delphinium nuttallianum,4,O,open-hand,07/12/2019,7/19/19,NA,3,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,37,5,0.01
RustlersGulch,RG,control,north,Delphinium nuttallianum,13,I,open,07/12/2019,NA,NA,3,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,28,7,0.01
RustlersGulch,RG,control,north,Delphinium nuttallianum,13,O,open,07/12/2019,7/24/19,NA,8,NA,25.3,NA,NA,NA,NA,NA,50,5,0.02,98,12,0.071
RustlersGulch,RG,control,north,Delphinium nuttallianum,13,N,open-hand,07/12/2019,7/19/19,NA,1,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,39,2,0.014
RustlersGulch,RG,control,north,Delphinium nuttallianum,13,J,open-hand,07/12/2019,7/19/19,NA,3,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,66,36,0.038
RustlersGulch,RG,control,north,Delphinium nuttallianum,16,N,open-hand,07/12/2019,7/24/19,NA,4,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA,22,19,0.009
RustlersGulch,RG,control,north,Delphinium nuttallianum,16,I,open-hand,07/12/2019,7/24/19,NA,4,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,70,8,0.025
RustlersGulch,RG,control,north,Delphinium nuttallianum,17,L,open,NA,7/24/19,NA,3,NA,22.3,NA,NA,NA,NA,NA,51,2,0.038,92,14,0.044
RustlersGulch,RG,control,north,Delphinium nuttallianum,17,P,open-hand,07/12/2019,7/24/19,NA,5,NA,27.1,NA,NA,NA,NA,NA,90,11,0.034,83,5,0.024
RustlersGulch,RG,control,north,Delphinium nuttallianum,18,L,open,07/12/2019,7/19/19,NA,2,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,37,14,0.014
RustlersGulch,RG,control,north,Delphinium nuttallianum,19,P,open,07/12/2019,7/24/19,NA,4,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,36,17,0.008
RustlersGulch,RG,control,north,Delphinium nuttallianum,25,N,open-hand,07/12/2019,7/19/19,NA,2,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
RustlersGulch,RG,control,north,Delphinium nuttallianum,27,C,open,07/12/2019,7/19/19,NA,7,NA,40.7,NA,NA,NA,NA,NA,25,33,0.014,117,42,0.044
RustlersGulch,RG,control,north,Delphinium nuttallianum,28,C,open-hand,07/12/2019,7/19/19,NA,4,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,28,3,0.008
WG3C,WG3C,control,north,Delphinium nuttallianum,4,C,open,07/03/2019,07/11/2019,NA,6,NA,24.5,NA,NA,NA,NA,NA,23,20,0.012,64,22,0.026
WG3C,WG3C,control,north,Delphinium nuttallianum,4,H,open-hand,07/01/2019,7/15/19,NA,6,NA,25.4,NA,NA,NA,NA,NA,0,0,0,19,10,0.011
WG3C,WG3C,control,north,Delphinium nuttallianum,8,K,open,07/01/2019,7/22/19,NA,4,NA,25.5,NA,NA,NA,NA,NA,20,14,0.007,54,7,0.034
WG3C,WG3C,control,north,Delphinium nuttallianum,8,G,open-hand,07/01/2019,7/18/19,NA,3,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,60,61,0.009
WG3C,WG3C,control,north,Delphinium nuttallianum,13,M,open,07/03/2019,7/22/19,NA,5,NA,30.8,NA,NA,NA,NA,NA,6,26,0.001,112,41,0.069
WG3C,WG3C,control,north,Delphinium nuttallianum,13,C,open-hand,07/01/2019,7/22/19,NA,6,NA,30.9,NA,NA,NA,NA,NA,18,64,0.005,152,105,0.031
WG3C,WG3C,control,north,Delphinium nuttallianum,16,J,open,07/01/2019,7/22/19,NA,6,NA,38,NA,NA,NA,NA,NA,23,20,0.012,111,50,0.045
WG3C,WG3C,control,north,Delphinium nuttallianum,16,A,open-hand,07/01/2019,NA,NA,11,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,316,188,0.1
WG3C,WG3C,control,north,Delphinium nuttallianum,22,P,open,07/03/2019,7/22/19,NA,3,NA,17.8,NA,NA,NA,NA,NA,0,0,0,30,15,0.009
WG3C,WG3C,control,north,Delphinium nuttallianum,22,K,open-hand,07/01/2019,7/15/19,NA,1,NA,12.5,NA,NA,NA,NA,NA,10,29,0.007,43,9,0.031
WG3C,WG3C,control,north,Delphinium nuttallianum,24,F,open,07/01/2019,7/22/19,NA,10,NA,36.5,NA,NA,NA,NA,NA,42,10,0.03,146,25,0.129
WG3C,WG3C,control,north,Delphinium nuttallianum,24,P,open-hand,07/01/2019,NA,NA,9,NA,28.2,NA,NA,NA,NA,NA,0,41,0,91,53,0.044
WG3C,WG3C,control,north,Delphinium nuttallianum,27,J,open,07/03/2019,7/22/19,NA,4,NA,22,NA,NA,NA,NA,NA,4,31,0.003,75,8,0.028
WG3C,WG3C,control,north,Delphinium nuttallianum,27,L,open-hand,07/01/2019,7/22/19,NA,3,NA,31,NA,NA,NA,NA,NA,8,20,0,30,7,0.02
WG3C,WG3C,control,north,Delphinium nuttallianum,30,A,open,07/01/2019,7/15/19,NA,2,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,17,21,0.003
WG3C,WG3C,control,north,Delphinium nuttallianum,30,O,open-hand,07/01/2019,7/22/19,NA,6,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,10,17,0.008
Meridian,MR,manip,south,Delphinium nuttallianum,1,N,open,6/27/19,7/15/19,NA,6,NA,23.5,NA,NA,NA,NA,NA,0,44,0,44,7,0.037
Meridian,MR,manip,south,Delphinium nuttallianum,1,I,open-hand,6/27/19,7/15/19,NA,3,NA,21,NA,NA,NA,NA,NA,44,12,0.022,NA,NA,NA
Meridian,MR,manip,south,Delphinium nuttallianum,4,L,open-hand,07/01/2019,7/15/19,NA,3,NA,26,NA,NA,NA,NA,NA,52,4,0.049,NA,NA,NA
Meridian,MR,manip,south,Delphinium nuttallianum,10,B,open,07/01/2019,7/15/19,NA,7,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,6,14,0
Meridian,MR,manip,south,Delphinium nuttallianum,11,B,open,6/20/19,7/15/19,NA,6,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,73,26,0.055
Meridian,MR,manip,south,Delphinium nuttallianum,16,B,open,6/27/19,7/15/19,NA,3,NA,22.5,NA,NA,NA,NA,NA,42,7,0.036,NA,NA,NA
Meridian,MR,manip,south,Delphinium nuttallianum,16,E,open-hand,6/27/19,7/15/19,NA,5,NA,21,NA,NA,NA,NA,NA,48,16,0.034,51,16,0.018
Meridian,MR,manip,south,Delphinium nuttallianum,20,M,open-hand,07/01/2019,7/15/19,NA,2,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0
Meridian,MR,manip,south,Delphinium nuttallianum,23,B,open,6/27/19,7/15/19,NA,4,NA,21.2,NA,NA,NA,NA,NA,26,27,0.028,11,33,0.011
Meridian,MR,manip,south,Delphinium nuttallianum,23,O,open-hand,6/27/19,7/15/19,NA,2,NA,22.5,NA,NA,NA,NA,NA,16,13,0.01,NA,NA,NA
Meridian,MR,manip,south,Delphinium nuttallianum,25,J,open,6/27/19,7/15/19,NA,6,NA,26.5,NA,NA,NA,NA,NA,0,0,0,14,13,0.003
Meridian,MR,manip,south,Delphinium nuttallianum,25,O,open-hand,6/27/19,7/15/19,NA,6,NA,30.2,NA,NA,NA,NA,NA,23,20,0.025,8,28,0.007
Meridian,MR,manip,south,Delphinium nuttallianum,27,I,open-hand,6/27/19,7/15/19,NA,7,NA,22.5,NA,NA,NA,NA,NA,20,41,0.015,48,2,0.051
Meridian,MR,manip,south,Delphinium nuttallianum,30,B,open,6/20/19,7/15/19,NA,6,NA,21.4,NA,NA,NA,NA,NA,NA,NA,NA,14,12,0.013
Pfieler,PF,manip,north,Delphinium nuttallianum,5,J,open,07/03/2019,7/22/19,NA,6,NA,33.2,NA,NA,NA,NA,NA,20,2,0.012,NA,NA,NA
Pfieler,PF,manip,north,Delphinium nuttallianum,5,O,open-hand,07/03/2019,7/22/19,NA,8,NA,33.5,NA,NA,NA,NA,NA,27,8,0.025,68,19,0.031
Pfieler,PF,manip,north,Delphinium nuttallianum,8,C,open,07/03/2019,7/22/19,NA,5,NA,35,NA,NA,NA,NA,NA,25,14,0.005,62,24,0.031
Pfieler,PF,manip,north,Delphinium nuttallianum,8,O,open-hand,07/01/2019,7/22/19,NA,8,NA,34.9,NA,NA,NA,NA,NA,NA,NA,NA,37,17,0.036
Pfieler,PF,manip,north,Delphinium nuttallianum,14,K,open,07/01/2019,7/22/19,NA,7,NA,22,NA,NA,NA,NA,NA,48,10,0.037,128,30,0.116
Pfieler,PF,manip,north,Delphinium nuttallianum,15,P,open,07/03/2019,7/22/19,NA,4,NA,20.2,NA,NA,NA,NA,NA,20,27,0.017,26,45,0.015
Pfieler,PF,manip,north,Delphinium nuttallianum,15,C,open-hand,07/03/2019,7/18/19,NA,5,NA,18.5,NA,NA,NA,NA,NA,29,4,0.026,35,28,0.028
Pfieler,PF,manip,north,Delphinium nuttallianum,16,N,open,07/01/2019,7/22/19,NA,5,NA,25.5,NA,NA,NA,NA,NA,43,3,0.057,39,2,0.038
Pfieler,PF,manip,north,Delphinium nuttallianum,16,D,open-hand,07/03/2019,NA,NA,6,NA,30.2,NA,NA,NA,NA,NA,12,6,0.004,72,26,0.033
Pfieler,PF,manip,north,Delphinium nuttallianum,18,N,open,07/01/2019,7/22/19,NA,7,NA,22,NA,NA,NA,NA,NA,49,2,0.043,24,44,0.036
Pfieler,PF,manip,north,Delphinium nuttallianum,18,M,open,07/01/2019,7/22/19,NA,4,NA,20.4,NA,NA,NA,NA,NA,25,12,0.033,94,24,0.077
Pfieler,PF,manip,north,Delphinium nuttallianum,18,M,open-hand,07/03/2019,7/22/19,NA,6,NA,18.3,NA,NA,NA,NA,NA,34,0,0.03,13,3,0.012
Pfieler,PF,manip,north,Delphinium nuttallianum,23,G,open-hand,07/03/2019,NA,NA,5,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,9,4,0.004
RustlersGulch,RG,manip,south,Delphinium nuttallianum,15,C,open-hand,07/11/2019,7/19/19,NA,4,NA,19.2,NA,NA,NA,NA,NA,33,24,0.017,50,16,0.017
RustlersGulch,RG,manip,south,Delphinium nuttallianum,16,L,open,07/11/2019,7/19/19,NA,6,NA,17.5,NA,NA,NA,NA,NA,65,6,0.035,26,4,0.014
RustlersGulch,RG,manip,south,Delphinium nuttallianum,17,I,open,07/11/2019,7/19/19,NA,3,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,64,5,0.043
RustlersGulch,RG,manip,south,Delphinium nuttallianum,19,C,open,07/11/2019,7/24/19,NA,3,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA,41,25,0.014
RustlersGulch,RG,manip,south,Delphinium nuttallianum,20,F,open,07/11/2019,7/19/19,NA,7,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,152,61,0.059
RustlersGulch,RG,manip,south,Delphinium nuttallianum,20,C,open-hand,07/11/2019,7/19/19,NA,6,NA,24.4,NA,NA,NA,NA,NA,44,14,0.019,41,1,0.012
RustlersGulch,RG,manip,south,Delphinium nuttallianum,21,D,open,07/11/2019,7/19/19,NA,6,NA,24.2,NA,NA,NA,NA,NA,62,2,0.033,114,61,0.044
RustlersGulch,RG,manip,south,Delphinium nuttallianum,21,N,open-hand,07/11/2019,7/19/19,NA,3,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,54,22,0.027
RustlersGulch,RG,manip,south,Delphinium nuttallianum,25,H,open-hand,07/11/2019,7/24/19,NA,6,NA,25.5,NA,NA,NA,NA,NA,51,3,0.022,120,23,0.045
RustlersGulch,RG,manip,south,Delphinium nuttallianum,25,D,open-hand,07/11/2019,7/19/19,NA,2,NA,16.2,NA,NA,NA,NA,NA,29,7,0.012,NA,NA,NA
RustlersGulch,RG,manip,south,Delphinium nuttallianum,26,F,open,07/11/2019,7/24/19,NA,3,NA,21,NA,NA,NA,NA,NA,8,5,0.006,30,5,0.029
RustlersGulch,RG,manip,south,Delphinium nuttallianum,27,C,open-hand,07/11/2019,7/24/19,NA,5,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,31,19,0.009
RustlersGulch,RG,manip,south,Delphinium nuttallianum,27,P,open-hand,07/11/2019,7/19/19,NA,5,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,72,14,0.024
RustlersGulch,RG,manip,south,Delphinium nuttallianum,30,B,open-hand,07/11/2019,NA,NA,3,NA,19,NA,NA,NA,NA,NA,20,11,0.008,NA,NA,NA
WG3C,WG3C,manip,south,Delphinium nuttallianum,1,P,open,6/27/19,7/15/19,NA,3,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,15,50,0.004
WG3C,WG3C,manip,south,Delphinium nuttallianum,1,K,open-hand,6/27/19,07/11/2019,NA,6,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,95,51,0.063
WG3C,WG3C,manip,south,Delphinium nuttallianum,4,P,open,6/27/19,7/18/19,NA,5,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,23,6,0.021
WG3C,WG3C,manip,south,Delphinium nuttallianum,4,J,open-hand,6/27/19,7/15/19,NA,6,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,88,44,0.039
WG3C,WG3C,manip,south,Delphinium nuttallianum,5,P,open,07/01/2019,7/15/19,NA,4,NA,29,NA,NA,NA,NA,NA,29,3,0.01,42,4,0.014
WG3C,WG3C,manip,south,Delphinium nuttallianum,5,L,open-hand,6/27/19,7/15/19,NA,8,NA,28.7,NA,NA,NA,NA,NA,22,28,0.007,73,58,0.029
WG3C,WG3C,manip,south,Delphinium nuttallianum,11,E,open,07/01/2019,7/15/19,NA,3,NA,20.3,NA,NA,NA,NA,NA,1,6,0,0,13,0
WG3C,WG3C,manip,south,Delphinium nuttallianum,11,G,open-hand,6/27/19,07/11/2019,NA,5,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,39,7,0.021
WG3C,WG3C,manip,south,Delphinium nuttallianum,17,L,open,6/27/19,07/11/2019,NA,4,NA,20,NA,NA,NA,NA,NA,0,45,0,0,0,0
WG3C,WG3C,manip,south,Delphinium nuttallianum,17,F,open-hand,6/27/19,7/15/19,NA,5,NA,22,NA,NA,NA,NA,NA,15,22,0.007,1,69,0
WG3C,WG3C,manip,south,Delphinium nuttallianum,20,M,open,NA,07/11/2019,NA,3,NA,15.5,NA,NA,NA,NA,NA,17,18,0.011,25,6,0.005
WG3C,WG3C,manip,south,Delphinium nuttallianum,23,A,open-hand,6/27/19,07/11/2019,NA,3,NA,21,NA,NA,NA,NA,NA,36,10,0.014,23,15,0.003
WG3C,WG3C,manip,south,Delphinium nuttallianum,28,P,open,07/01/2019,7/18/19,NA,2,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,21,7,0.01
WG3C,WG3C,manip,south,Delphinium nuttallianum,28,F,open-hand,07/01/2019,7/15/19,NA,3,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,15,9,0.002
AveryPicnic,AP,control,south,Fragaria virginiana,1,N,open,07/05/2019,7/19/19,,2,0,,3.8,,7,,,,,,0,,
AveryPicnic,AP,control,south,Fragaria virginiana,4,N,open,07/05/2019,7/19/19,,1,1,,3.8,,6,,,,,,69,,
AveryPicnic,AP,control,south,Fragaria virginiana,4,J,open,07/05/2019,,,5,2,,3,,8,,,,,,25,,
AveryPicnic,AP,control,south,Fragaria virginiana,4,N,open-hand,07/10/2019,07/12/2019,,3,2,,3.3,,5,,,,,,40,,
AveryPicnic,AP,control,south,Fragaria virginiana,5,O,open-hand,07/10/2019,07/12/2019,,2,2,,2.4,,3,,,,,,70,,
AveryPicnic,AP,control,south,Fragaria virginiana,7,I,open,07/05/2019,7/19/19,,2,2,,3,,3,,,,,,0,,
AveryPicnic,AP,control,south,Fragaria virginiana,7,I,open-hand,07/10/2019,7/19/19,,2,0,,2,,3,,,,,,60,,
AveryPicnic,AP,control,south,Fragaria virginiana,8,A,open-hand,07/10/2019,7/19/19,,3,3,,3.6,,3,,,,,,74,,
